epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,22315,0.04226,1.13901,0.87034,0.791,0.76885,0.84477,0.84196,0.06456,0.6187,0.30547,0.003367,0.003367,0.003367
136,22479.3,0.04085,1.12574,0.87033,0.7888,0.77124,0.84481,0.84198,0.06456,0.61931,0.30539,0.0033175,0.0033175,0.0033175
137,22643.4,0.0403,1.12712,0.87102,0.79,0.76847,0.84489,0.84208,0.06429,0.61931,0.30519,0.003268,0.003268,0.003268
138,22807.4,0.04073,1.13311,0.86999,0.78078,0.77535,0.84527,0.84252,0.06399,0.61917,0.30491,0.0032185,0.0032185,0.0032185
139,22972.1,0.03987,1.12883,0.87012,0.78297,0.77497,0.84547,0.84264,0.06396,0.61932,0.30488,0.003169,0.003169,0.003169
140,23136.9,0.04026,1.1323,0.86914,0.78047,0.77486,0.84529,0.8426,0.06375,0.61961,0.30465,0.0031195,0.0031195,0.0031195
141,23301.3,0.04045,1.12051,0.87045,0.78104,0.77686,0.84538,0.84268,0.06381,0.62054,0.30466,0.00307,0.00307,0.00307
142,23465.6,inf,1.1012,0.87001,0.77938,0.77751,0.84511,0.84238,0.06353,0.62026,0.30428,0.0030205,0.0030205,0.0030205
143,23630.5,0.04005,1.10638,0.86987,0.80215,0.75835,0.84502,0.84244,0.06336,0.62016,0.30411,0.002971,0.002971,0.002971
144,23795.1,0.03971,1.0991,0.86807,0.80605,0.7561,0.84534,0.84268,0.06312,0.62083,0.30386,0.0029215,0.0029215,0.0029215
145,23959.5,0.03967,1.10162,0.87103,0.81038,0.75348,0.84499,0.84212,0.06317,0.62191,0.30384,0.002872,0.002872,0.002872
146,24124.7,0.03979,1.0974,0.87036,0.80639,0.75699,0.84498,0.84212,0.063,0.62175,0.30371,0.0028225,0.0028225,0.0028225
147,24290.6,0.03992,1.10507,0.87032,0.80314,0.76099,0.84519,0.84236,0.06278,0.62203,0.30347,0.002773,0.002773,0.002773
148,24455,inf,1.09601,0.86951,0.80241,0.76256,0.84592,0.84304,0.06266,0.62195,0.30324,0.0027235,0.0027235,0.0027235
149,24619.5,0.03836,1.08351,0.86884,0.80133,0.76374,0.84596,0.84314,0.0625,0.62227,0.30284,0.002674,0.002674,0.002674
150,24785.2,0.03778,1.09611,0.868,0.80427,0.76357,0.84566,0.84291,0.06235,0.62073,0.30274,0.0026245,0.0026245,0.0026245
151,24950.7,inf,1.07442,0.86869,0.80646,0.7619,0.84533,0.84258,0.0616,0.62182,0.30241,0.002575,0.002575,0.002575
152,25116.4,0.03687,1.07201,0.86911,0.80588,0.76146,0.84558,0.84279,0.06155,0.62349,0.30235,0.0025255,0.0025255,0.0025255
153,25281.4,0.03757,1.06656,0.86755,0.80742,0.7607,0.8455,0.84276,0.06141,0.62288,0.30224,0.002476,0.002476,0.002476
154,25446.8,0.03717,1.05878,0.8704,0.80785,0.76009,0.84504,0.8423,0.06141,0.62447,0.30214,0.0024265,0.0024265,0.0024265
155,25612.2,0.03573,1.05938,0.86771,0.80673,0.75962,0.84481,0.84208,0.0614,0.62466,0.30204,0.002377,0.002377,0.002377
156,25777.9,0.03679,1.07732,0.869,0.80633,0.76089,0.84498,0.84226,0.06123,0.62557,0.30187,0.0023275,0.0023275,0.0023275
157,25942.9,0.03658,1.04894,0.87031,0.80536,0.76205,0.8449,0.84215,0.06078,0.62529,0.30148,0.002278,0.002278,0.002278
158,26108.4,inf,1.05819,0.86861,0.80511,0.76193,0.84496,0.84219,0.06038,0.62579,0.30113,0.0022285,0.0022285,0.0022285
159,26273.8,0.03557,1.04835,0.86839,0.80494,0.76156,0.84482,0.84223,0.06003,0.62698,0.30089,0.002179,0.002179,0.002179
160,26438.9,0.03404,1.04639,0.86773,0.80531,0.76053,0.84469,0.84232,0.05987,0.62789,0.30075,0.0021295,0.0021295,0.0021295
161,26603.9,0.03486,1.03998,0.86713,0.80558,0.76129,0.84464,0.84227,0.05965,0.62823,0.30044,0.00208,0.00208,0.00208
162,26769.7,inf,1.03744,0.86974,0.80623,0.76109,0.84461,0.84226,0.05934,0.62772,0.30009,0.0020305,0.0020305,0.0020305
163,26936.1,0.03493,1.03867,0.86786,0.80624,0.7616,0.84461,0.84231,0.05917,0.62843,0.29988,0.001981,0.001981,0.001981
164,27102.1,0.03325,1.01164,0.86813,0.80595,0.76283,0.8451,0.84278,0.05885,0.62837,0.29963,0.0019315,0.0019315,0.0019315
